boq_name,brand,catalogue_code_dynamic,catalogue_series_dynamic,category,color,countries,default_image,dimensions,hsn_code,id,images,is_preferred,item_class,item_name,item_style,item_type,length1,lwhd_metric,sku_id,sku_name,space_tag,specifications,status,sub_category,t_metric,template_id,template_name,theme,thickness,type,unit,vendor_brand_dynamic,width,model_3d,material_dynamic,us_dimensions,us_specifications,Selling Price
TILE CARPET DESIGN 5 - Decorous,Magnifyde,263N+264N,Decorous,FLOORING,,IN,https://s3-dms-prod.flipspaces.app/c5451ef8-f3ce-4e70-9556-09ab3f951eb0,1000mm (L) x 250mm (W) x 5.5mm (T),57023110,5dfe4e77-eacc-48cb-b8cb-5017823ffaef,"https://s3-dms-prod.flipspaces.app/cdff68be-763d-49f6-98d3-8adc99b5771d,https://s3-dms-prod.flipspaces.app/5479153b-aa3e-4e0f-806b-117c3170cc58",TRUE,P1,CARPET DESIGN,Rectangle Shaped Tile,product,1000,mm,P-FLR-TEX-DES-308399,FLOORING TEXTILE FLOORING CARPET DESIGN Nylon Magnifyde TILE CARPET DESIGN 5 - Decorous 263N+264N Decorous Design 5 1000mm (L) x 250mm (W) x 5.5mm (T),,"Construction : Multi-Level Pattern Loop.
 
 Face yarn : Nylon.
 
 Gauge: 1/12”.
 
 Pile height : 4mm.
 
 Tufted Pile GSM: 750 GSM.
 
 Backing : PVC + Fibre Glass.
 
 Size : 100 cm x 25 cm.",active,TEXTILE FLOORING,mm,059b8ed1-3410-448d-987f-559610aa8167,P_FLOORING_TEXTILE FLOORING,,5.5,Nylon,SQFT,Design 5,250,,,,,138
TILE CARPET DESIGN 4 - Decorous,Magnifyde,263N+265N,Decorous,FLOORING,,IN,https://s3-dms-prod.flipspaces.app/997f70e0-f1f8-4781-8227-0f65c9182342,1000mm (L) x 250mm (W) x 5.5mm (T),57023110,7694daaa-05d4-4c56-b3a2-a03c9e1a879d,"https://s3-dms-prod.flipspaces.app/b04c7ee5-1cb1-4b76-8fda-314af7fcbfc2,https://s3-dms-prod.flipspaces.app/cdff68be-763d-49f6-98d3-8adc99b5771d",TRUE,P1,CARPET DESIGN,Rectangle Shaped Tile,product,1000,mm,P-FLR-TEX-DES-721426,FLOORING TEXTILE FLOORING CARPET DESIGN Nylon Magnifyde TILE CARPET DESIGN 4 - Decorous 263N+265N Decorous Design 4 1000mm (L) x 250mm (W) x 5.5mm (T),,"Construction : Multi-Level Pattern Loop.
 
 Face yarn : Nylon.
 
 Gauge: 1/12”.
 
 Pile height : 4mm.
 
 Tufted Pile GSM: 750 GSM.
 
 Backing : PVC + Fibre Glass.
 
 Size : 100 cm x 25 cm.",active,TEXTILE FLOORING,mm,059b8ed1-3410-448d-987f-559610aa8167,P_FLOORING_TEXTILE FLOORING,,5.5,Nylon,SQFT,Design 4,250,,,,,138
TILE CARPET DESIGN 3 - Decorous,Magnifyde,263N+264N,Decorous,FLOORING,,IN,https://s3-dms-prod.flipspaces.app/ddfc56c7-2b09-43b3-aa4b-5e3f42d635e1,1000mm (L) x 250mm (W) x 5.5mm (T),57023110,8cde5ab0-7238-44ba-b8d9-9344e343c8b7,"https://s3-dms-prod.flipspaces.app/cdff68be-763d-49f6-98d3-8adc99b5771d,https://s3-dms-prod.flipspaces.app/5479153b-aa3e-4e0f-806b-117c3170cc58",TRUE,P1,CARPET DESIGN,Rectangle Shaped Tile,product,1000,mm,P-FLR-TEX-DES-691848,FLOORING TEXTILE FLOORING CARPET DESIGN Nylon Magnifyde TILE CARPET DESIGN 3 - Decorous 263N+264N Decorous Design 3 1000mm (L) x 250mm (W) x 5.5mm (T),,"Construction : Multi-Level Pattern Loop.
 
 Face yarn : Nylon.
 
 Gauge: 1/12”.
 
 Pile height : 4mm.
 
 Tufted Pile GSM: 750 GSM.
 
 Backing : PVC + Fibre Glass.
 
 Size : 100 cm x 25 cm.",active,TEXTILE FLOORING,mm,059b8ed1-3410-448d-987f-559610aa8167,P_FLOORING_TEXTILE FLOORING,,5.5,Nylon,SQFT,Design 3,250,,,,,138
TILE CARPET DESIGN 2 - Decorous,Magnifyde,263N+266N,Decorous,FLOORING,,IN,https://s3-dms-prod.flipspaces.app/3a557a31-9603-4129-b540-ccbfc0db3069,1000mm (L) x 250mm (W) x 5.5mm (T),57023110,7d20a173-f440-4a8a-b27c-fe46493aed20,"https://s3-dms-prod.flipspaces.app/b04c7ee5-1cb1-4b76-8fda-314af7fcbfc2,https://s3-dms-prod.flipspaces.app/620c6ee0-8b09-4eb7-9d98-ba4308cde679",TRUE,P1,CARPET DESIGN,Rectangle Shaped Tile,product,1000,mm,P-FLR-TEX-DES-327014,FLOORING TEXTILE FLOORING CARPET DESIGN Nylon Magnifyde TILE CARPET DESIGN 2 - Decorous 263N+266N Decorous Design 2 1000mm (L) x 250mm (W) x 5.5mm (T),,"Construction : Multi-Level Pattern Loop.
 
 Face yarn : Nylon.
 
 Gauge: 1/12”.
 
 Pile height : 4mm.
 
 Tufted Pile GSM: 750 GSM.
 
 Backing : PVC + Fibre Glass.
 
 Size : 100 cm x 25 cm.",active,TEXTILE FLOORING,mm,059b8ed1-3410-448d-987f-559610aa8167,P_FLOORING_TEXTILE FLOORING,,5.5,Nylon,SQFT,Design 2,250,,,,,138
TILE CARPET DESIGN 1 - Decorous,Magnifyde,268N+269N,Decorous,FLOORING,,IN,https://s3-dms-prod.flipspaces.app/79fd2144-4120-40fc-a26c-aefd4589e9a2,1000mm (L) x 250mm (W) x 5.5mm (T),57023110,84927115-98df-4011-b220-d18c7742e80d,"https://s3-dms-prod.flipspaces.app/27bdb2f9-cfe2-4ed6-a16e-1cb6c056ff50,https://s3-dms-prod.flipspaces.app/99385a22-3cec-487f-bc93-2fdab6729343",TRUE,P1,CARPET DESIGN,Rectangle Shaped Tile,product,1000,mm,P-FLR-TEX-DES-133547,FLOORING TEXTILE FLOORING CARPET DESIGN Nylon Magnifyde TILE CARPET DESIGN 1 - Decorous 268N+269N Decorous Design 1 1000mm (L) x 250mm (W) x 5.5mm (T),,"Construction : Multi-Level Pattern Loop.
 
 Face yarn : Nylon.
 
 Gauge: 1/12”.
 
 Pile height : 4mm.
 
 Tufted Pile GSM: 750 GSM.
 
 Backing : PVC + Fibre Glass.
 
 Size : 100 cm x 25 cm.",active,TEXTILE FLOORING,mm,059b8ed1-3410-448d-987f-559610aa8167,P_FLOORING_TEXTILE FLOORING,,5.5,Nylon,SQFT,Design 1,250,,,,,138
TILE CARPET DESIGN 3 - Pulse + Prime,Euronics,P608R+P601LG+P604K,Pulse + Prime,FLOORING,,IN,https://s3-dms-prod.flipspaces.app/8c714fd0-d7f6-4414-8fb5-e28f45163c60,500mm (L) x 500mm (W) x 5mm (T),57023110,5c30af6d-235e-4c86-9ff7-3a6d4f9ebfaf,"https://s3-dms-prod.flipspaces.app/47e8c780-4de3-4c09-9a4c-0a1cb77fdc28,https://s3-dms-prod.flipspaces.app/52a59863-1e96-46b9-9b41-12e0948d4770,https://s3-dms-prod.flipspaces.app/b130e7ea-c0cf-488c-9c3e-d543d4501e26",TRUE,P1,CARPET DESIGN,Square Shaped Tile,product,500,mm,P-FLR-TEX-DES-741569,FLOORING TEXTILE FLOORING CARPET DESIGN PP Euronics TILE CARPET DESIGN 3 - Pulse + Prime P608R+P601LG+P604K Pulse + Prime Design 6 500mm (L) x 500mm (W) x 5mm (T),,"Construction : Multi-Level Loop.
 
 Face yarn : 100% Solution Dyed PP.
 
 Gauge : 5/64 inch.
 
 Stitches per inch : 9.5.
 
 Pile height : 4.5-2.5 mm(±0.5 mm).
 
 Tufted Pile GSM : 610 GSM.
 
 Backing : BITUMEN.
 
 Size : 50cm x 50cm.
 
 Packing : 20 pieces/carton(53.8 sqft).
 
 Flammability : Passes (ASTM E648).
 
 Smoke Density : Passes (ASTM E662).",active,TEXTILE FLOORING,mm,059b8ed1-3410-448d-987f-559610aa8167,P_FLOORING_TEXTILE FLOORING,,5,PP,SQFT,Design 6,500,,,,,107
TILE CARPET DESIGN 2 - Pulse + Prime,Euronics,P607O+P604K,Pulse + Prime,FLOORING,,IN,https://s3-dms-prod.flipspaces.app/88bd5fc3-810f-47f1-9aeb-765484f32be2,500mm (L) x 500mm (W) x 5mm (T),57023110,07d9a9ae-77c2-4c27-8229-38e415f0bd4a,"https://s3-dms-prod.flipspaces.app/0525e545-46ea-4820-b498-e15b739d1ecf,https://s3-dms-prod.flipspaces.app/b130e7ea-c0cf-488c-9c3e-d543d4501e26",TRUE,P1,CARPET DESIGN,Square Shaped Tile,product,500,mm,P-FLR-TEX-DES-341567,FLOORING TEXTILE FLOORING CARPET DESIGN PP Euronics TILE CARPET DESIGN 2 - Pulse + Prime P607O+P604K Pulse + Prime Design 5 500mm (L) x 500mm (W) x 5mm (T),,"Construction : Multi-Level Loop.
 
 Face yarn : 100% Solution Dyed PP.
 
 Gauge : 5/64 inch.
 
 Stitches per inch : 9.5.
 
 Pile height : 4.5-2.5 mm(±0.5 mm).
 
 Tufted Pile GSM : 610 GSM.
 
 Backing : BITUMEN.
 
 Size : 50cm x 50cm.
 
 Packing : 20 pieces/carton(53.8 sqft).
 
 Flammability : Passes (ASTM E648).
 
 Smoke Density : Passes (ASTM E662).",active,TEXTILE FLOORING,mm,059b8ed1-3410-448d-987f-559610aa8167,P_FLOORING_TEXTILE FLOORING,,5,PP,SQFT,Design 5,500,,,,,107
TILE CARPET DESIGN 1 - Pulse + Prime,Euronics,P606H+P601LG+P604K,Pulse + Prime,FLOORING,,IN,https://s3-dms-prod.flipspaces.app/3bf41ec4-4ea0-4186-93a6-e26b86612bca,500mm (L) x 500mm (W) x 5mm (T),57023110,da245df6-5f8a-4b3d-b30a-c7a4da18085b,"https://s3-dms-prod.flipspaces.app/652fd572-ca4f-4ad7-816b-e7d8d3fa585d,https://s3-dms-prod.flipspaces.app/52a59863-1e96-46b9-9b41-12e0948d4770,https://s3-dms-prod.flipspaces.app/b130e7ea-c0cf-488c-9c3e-d543d4501e26",TRUE,P1,CARPET DESIGN,Square Shaped Tile,product,500,mm,P-FLR-TEX-DES-960765,FLOORING TEXTILE FLOORING CARPET DESIGN PP Euronics TILE CARPET DESIGN 1 - Pulse + Prime P606H+P601LG+P604K Pulse + Prime Design 4 500mm (L) x 500mm (W) x 5mm (T),,"Construction : Multi-Level Loop.
 
 Face yarn : 100% Solution Dyed PP.
 
 Gauge : 5/64 inch.
 
 Stitches per inch : 9.5.
 
 Pile height : 4.5-2.5 mm(±0.5 mm).
 
 Tufted Pile GSM : 610 GSM.
 
 Backing : BITUMEN.
 
 Size : 50cm x 50cm.
 
 Packing : 20 pieces/carton(53.8 sqft).
 
 Flammability : Passes (ASTM E648).
 
 Smoke Density : Passes (ASTM E662).",active,TEXTILE FLOORING,mm,059b8ed1-3410-448d-987f-559610aa8167,P_FLOORING_TEXTILE FLOORING,,5,PP,SQFT,Design 4,500,,,,,107
TILE CARPET DESIGN 1 - Radiance + Slate,Euronics,RHP18R+SHS1404K,Radiance + Slate,FLOORING,,IN,https://s3-dms-prod.flipspaces.app/2343cbdd-c361-40de-993a-b850bcf8a9de,500mm (L) x 500mm (W) x 7mm (T),57023110,2a9aa607-f9b8-47a9-a1e3-3e893f9963c1,"https://s3-dms-prod.flipspaces.app/47116f75-9906-4130-afed-de5c981789ca,https://s3-dms-prod.flipspaces.app/7edda711-93ea-4a0a-8bbd-68a99f24ec14",TRUE,P1,CARPET DESIGN,Square Shaped Tile,product,500,mm,P-FLR-TEX-DES-190521,FLOORING TEXTILE FLOORING CARPET DESIGN Nylon Euronics TILE CARPET DESIGN 1 - Radiance + Slate RHP18R+SHS1404K Radiance + Slate Design 26 500mm (L) x 500mm (W) x 7mm (T),,"Construction :Tufted High & Low Loop.
 
 Face yarn : 100% Solution Dyed Universal Nylon 6.
 
 Gauge : 5/64 Inch.
 
 Stitches per inch : 11.
 
 Pile height : 2.5 mm - 5.0 mm.
 
 Tufted Pile GSM: 580 GSM.
 
 Backing : PVC.
 
 Size : 50 cm x 50 cm.",active,TEXTILE FLOORING,mm,059b8ed1-3410-448d-987f-559610aa8167,P_FLOORING_TEXTILE FLOORING,,7,Nylon,SQFT,Design 26,500,,,,,163
TILE CARPET DESIGN 2 - Radiance + Serene,Euronics,RHP17O+SHS1302G,Radiance + Serene,FLOORING,,IN,https://s3-dms-prod.flipspaces.app/79a486f0-f986-4c24-83bd-cf7512ca4020,500mm (L) x 500mm (W) x 7mm (T),57023110,24884923-cb13-4157-b9a0-7813801f6be3,"https://s3-dms-prod.flipspaces.app/25a0c360-c463-42f3-9a13-810cccdb963d,https://s3-dms-prod.flipspaces.app/dcc80051-c192-4e02-ac0c-a0520b36ee4b",TRUE,P1,CARPET DESIGN,Square Shaped Tile,product,500,mm,P-FLR-TEX-DES-654921,FLOORING TEXTILE FLOORING CARPET DESIGN Nylon Euronics TILE CARPET DESIGN 2 - Radiance + Serene RHP17O+SHS1302G Radiance + Serene Design 25 500mm (L) x 500mm (W) x 7mm (T),,"Construction :Tufted High & Low Loop.
 
 Face yarn : 100% Solution Dyed Universal Nylon 6.
 
 Gauge : 5/64 Inch.
 
 Stitches per inch : 11.
 
 Pile height : 2.5 mm - 5.0 mm.
 
 Tufted Pile GSM: 580 GSM.
 
 Backing : PVC.
 
 Size : 50 cm x 50 cm.",active,TEXTILE FLOORING,mm,059b8ed1-3410-448d-987f-559610aa8167,P_FLOORING_TEXTILE FLOORING,,7,Nylon,SQFT,Design 25,500,,,,,163
TILE CARPET DESIGN 1 - Radiance + Serene,Euronics,RHP16H+SHS1306H,Radiance + Serene,FLOORING,,IN,https://s3-dms-prod.flipspaces.app/4a25613b-50b5-4d94-a340-0463a5deddbe,500mm (L) x 500mm (W) x 7mm (T),57023110,d71db6f1-a6a1-4b02-a2c2-80cc2f4511a4,"https://s3-dms-prod.flipspaces.app/47116f75-9906-4130-afed-de5c981789ca,https://s3-dms-prod.flipspaces.app/fba7498a-15c3-47e1-89b3-707ac692e30d",TRUE,P1,CARPET DESIGN,Square Shaped Tile,product,500,mm,P-FLR-TEX-DES-710094,FLOORING TEXTILE FLOORING CARPET DESIGN Nylon Euronics TILE CARPET DESIGN 1 - Radiance + Serene RHP16H+SHS1306H Radiance + Serene Design 24 500mm (L) x 500mm (W) x 7mm (T),,"Construction :Tufted High & Low Loop.
 
 Face yarn : 100% Solution Dyed Universal Nylon 6.
 
 Gauge : 5/64 Inch.
 
 Stitches per inch : 11.
 
 Pile height : 2.5 mm - 5.0 mm.
 
 Tufted Pile GSM: 580 GSM.
 
 Backing : PVC.
 
 Size : 50 cm x 50 cm.",active,TEXTILE FLOORING,mm,059b8ed1-3410-448d-987f-559610aa8167,P_FLOORING_TEXTILE FLOORING,,7,Nylon,SQFT,Design 24,500,,,,,163
