boq_name,brand,catalogue_code_dynamic,category,countries,default_image,dimensions,height,hsn_code,id,images,is_preferred,item_class,item_name,item_type,length1,lwhd_metric,sku_id,sku_name,specifications,status,sub_category,t_metric,template_id,template_name,type,unit,vendor_catalogue_code_dynamic,vendor_catalogue_series_dynamic,width,us_dimensions,us_specifications,color,item_style,space_tag,theme,vendor_brand_dynamic,config,edge_banding_colors_dynamic,model_3d,outer_finishes_dynamic,td_document,Selling Price
2 Drawer Pedestal with Concealed Skirting - 620H,ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/1087ee02-fac3-40ea-a1e0-4d6a6aa6c9cd,500mm (L) x 450mm (W) x 620mm (H),620,847170,72090b84-d2bd-485d-8c48-780944460614,"https://s3-dms-prod.flipspaces.app/07086586-910b-4ef2-b6dc-a0078b54f2b4,https://s3-dms-prod.flipspaces.app/9ae1df03-ae1e-410f-9ebe-4f0844b11420,https://s3-dms-prod.flipspaces.app/1badefd8-debd-40b8-8f7b-9bf65d72ac7d,https://s3-dms-prod.flipspaces.app/0a30636f-cf0c-44ad-aeda-d325b6e45303",TRUE,P1,STORAGE,product,500,mm,P-FUR-MOD-STO-825904,FURNITURE MODULAR FURNITURE STORAGE Concealed Skirting Pedestal ELESTRO 2 Drawer Pedestal with Concealed Skirting - 620H 500mm (L) x 450mm (W) x 620mm (H),"Free standing pedestal unit
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  Surface edge finished with 2mm thick edgebinder
  
  
  
  Multipurpose lock
  
  
  
  Standard drawer slides with surface mount handle
  
  
  
  Concealed castor wheels in the skirting space
  
  
  
  Gap of 15mm is maintained from FFL to skirting bottom surface",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,Concealed Skirting,NOS,,,450,"1'-8""(L) X 1'-6""(D) X 2'-0.8""(H)","Free standing pedestal unit
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  Surface edge finished with 2mm thick edgebinder
  
  
  
  Multipurpose lock
  
  
  
  Standard drawer slides with surface mount handle
  
  
  
  Concealed castor wheels in the skirting space
  
  
  
  Gap of 15mm is maintained from FFL to skirting bottom surface",,,,,,Pedestal,EDGE BANDING COLORS,4d407714-1f1b-4b36-8182-56723156979f,PLPB,https://s3-dms-prod.flipspaces.app/01a17eb3-c8ab-4b4f-89e3-047a251a39d4,5000
3 Drawer Pedestal with Concealed Skirting - 680H,ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/4eefe4d4-066e-4c90-a608-75593997cb4d,500mm (L) x 450mm (W) x 680mm (H),680,847170,6f1b0b7e-7b94-4d25-93e4-0cc266cd704a,"https://s3-dms-prod.flipspaces.app/a3804c3a-e9fc-4b4f-8707-60915b458b51,https://s3-dms-prod.flipspaces.app/099224b3-072d-42c9-bded-bc8e543cb328,https://s3-dms-prod.flipspaces.app/daf646c6-a108-4284-8a26-31de427dad84,https://s3-dms-prod.flipspaces.app/7918a5b4-141e-4c24-b0ee-6d8131147ef6",TRUE,P1,STORAGE,product,500,mm,P-FUR-MOD-STO-552922,FURNITURE MODULAR FURNITURE STORAGE Concealed Skirting Pedestal ELESTRO 3 Drawer Pedestal with Concealed Skirting - 680H 500mm (L) x 450mm (W) x 680mm (H),"Free standing pedestal unit
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  Surface edge finished with 2mm thick edgebinder
  
  
  
  Multipurpose lock
  
  
  
  Standard drawer slides with surface mount handle
  
  
  
  Concealed castor wheels in the skirting space
  
  
  
  Gap of 15mm is maintained from FFL to skirting bottom surface",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,Concealed Skirting,NOS,,,450,"1'-8""(L) X 1'-6""(D) X 2'-3.2""(H)","Free standing pedestal unit
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  Surface edge finished with 2mm thick edgebinder
  
  
  
  Multipurpose lock
  
  
  
  Standard drawer slides with surface mount handle
  
  
  
  Concealed castor wheels in the skirting space
  
  
  
  Gap of 15mm is maintained from FFL to skirting bottom surface",,,,,,Pedestal,EDGE BANDING COLORS,8597b641-7b4d-4460-a987-3375619bf8a5,PLPB,https://s3-dms-prod.flipspaces.app/07a2f7ac-6e24-4df6-9331-453142f436bb,5077
"Flexi - Storage unit with
  
  
  
  GL.Sliding door & 3 Drawer - 1050H",ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/eb4aa245-1b4c-400e-81bd-13d0a953c39e,1200mm (L) x 450mm (W) x 1050mm (H),1050,847170,6e0006a9-d294-45fc-a0d8-0c2ca0452fbc,"https://s3-dms-prod.flipspaces.app/a6290820-7b67-45e1-a4c7-72348faee87a,https://s3-dms-prod.flipspaces.app/b92d53b9-7022-4d6f-8748-6e30cc5b31da,https://s3-dms-prod.flipspaces.app/81bbfa24-2034-4c94-aecd-33c83671376c,https://s3-dms-prod.flipspaces.app/634b35e5-ce60-4746-a6d6-9670cff69f29,https://s3-dms-prod.flipspaces.app/9c788ded-ed15-4717-90cc-56cc589a4ee6,https://s3-dms-prod.flipspaces.app/1dc7076f-bcd6-4ff5-a346-61c4ce9fb104",TRUE,P1,STORAGE,product,1200,mm,P-FUR-MOD-STO-928020,FURNITURE MODULAR FURNITURE STORAGE Sliding Door - Glass Multifunctional Units ELESTRO Flexi - Storage unit with GL.Sliding door & 3 Drawer - 1050H 1200mm (L) x 450mm (W) x 1050mm (H),"Floor mounted storage unit
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  Standard Inlay sliding mechanism
  
  
  
  Alu.shutter frame, finished with clear glass & surface mount handle
  
  
  
  Clear glass thickness 5 ~ 6 mm 
  
  
  
  Standard drawer slides with surface mount handle
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,Sliding Door - Glass,SQFT,,,450,"4'-0""(L) X 1'-6""(D) X 3'-6""(H)","Floor mounted storage unit
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  Standard Inlay sliding mechanism
  
  
  
  Alu.shutter frame, finished with clear glass & surface mount handle
  
  
  
  Clear glass thickness 5 ~ 6 mm 
  
  
  
  Standard drawer slides with surface mount handle
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",,,,,,Multifunctional Units,EDGE BANDING COLORS,aeda0451-d886-45fa-9c86-3574de577e7a,PLPB,https://s3-dms-prod.flipspaces.app/a98bfd81-e32e-4fde-be06-886664c021be,16408
"Biophilia - Storage Unit - Typ 2
  
  
  
  
  
  W.Sliding Door - 1250H",ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/b73d3a46-a932-4f42-b570-68bd142a597a,1200mm (L) x 450mm (W) x 1250mm (H),1250,847170,6ddc5429-fa8c-4b41-910c-5470cdfab5f7,"https://s3-dms-prod.flipspaces.app/568a7dfd-9340-4505-be60-5670caa57d77,https://s3-dms-prod.flipspaces.app/efb29550-8d61-4ced-aee0-cacaf5aee939,https://s3-dms-prod.flipspaces.app/2a6d786a-4ede-4ac0-8745-c7b91a433135,https://s3-dms-prod.flipspaces.app/d6a6d5db-1ea8-448c-8063-002dc89d2ade,https://s3-dms-prod.flipspaces.app/3c28f61c-0c10-43c7-b271-758917ad8709,https://s3-dms-prod.flipspaces.app/d43ccfcc-a125-4f4a-9db3-9de4ef8899db",TRUE,P1,STORAGE,product,1200,mm,P-FUR-MOD-STO-906237,FURNITURE MODULAR FURNITURE STORAGE Sliding Door - Wood Planter Box Unit ELESTRO Biophilia - Storage Unit - Typ 2 W.Sliding Door - 1250H 1200mm (L) x 450mm (W) x 1250mm (H),"Floor mounted storage unit
  
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  
  Internal wooden shelf made of PLPB, 18mm thickness
  
  
  
  
  
  Internal wooden shelf is height adjustable
  
  
  
  
  
  Standard Inlay sliding mechanism
  
  
  
  
  
  Wooden shutter with surface mount handle
  
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket
  
  
  
  
  
  Inbuilt planter storage, designed for artificial plant display",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,Sliding Door - Wood,NOS,,,450,"4'-0""(L) X 1'-6""(D) X 4'-1.5""(H)","Floor mounted storage unit
  
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  
  Internal wooden shelf made of PLPB, 18mm thickness
  
  
  
  
  
  Internal wooden shelf is height adjustable
  
  
  
  
  
  Standard Inlay sliding mechanism
  
  
  
  
  
  Wooden shutter with surface mount handle
  
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket
  
  
  
  
  
  Inbuilt planter storage, designed for artificial plant display",,,,,,Planter Box Unit,EDGE BANDING COLORS,db047c0c-44f5-46a1-a7bd-e2dfd37a5d91,PLPB,https://s3-dms-prod.flipspaces.app/3c76f563-6323-4157-be6f-3628865403fd,15047
"Flexi - Open Shelf Unit - type 1
  
  
  
  
  1 Tier, 750H",ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/4e70d84f-e323-4648-b8bc-91b3ee9c698b,600mm (L) x 450mm (W) x 750mm (H),750,847170,6cd5ef91-b4b3-477b-aa3a-0fa916c6a389,"https://s3-dms-prod.flipspaces.app/a3897209-294e-4fe4-a658-f14ea9d0a2d2,https://s3-dms-prod.flipspaces.app/ac590f41-3329-4ef4-a2dc-906067d5cb1b,https://s3-dms-prod.flipspaces.app/bb9086e8-5ce8-4144-bd6e-2dd52e8b2864,https://s3-dms-prod.flipspaces.app/8a599127-5d2d-43f7-95e2-203da3de1bca",TRUE,P1,STORAGE,product,600,mm,P-FUR-MOD-STO-319171,"FURNITURE MODULAR FURNITURE STORAGE Open Shelf Unit Multifunctional Units ELESTRO Flexi - Open Shelf Unit - type 1 1 Tier, 750H 600mm (L) x 450mm (W) x 750mm (H)","Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelf made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelf is height adjustable
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,Open Shelf Unit,NOS,,,450,"2'-0""(L) X 1'-6""(D) X 2'-6""(H)","Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelf made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelf is height adjustable
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",,,,,,Multifunctional Units,EDGE BANDING COLORS,dc8f0e7c-3bf3-4a02-9b21-322ff22f8892,PLPB,https://s3-dms-prod.flipspaces.app/f1b10355-853f-40dc-96bc-b30ef1bdeb8e,4285
"Flexi - Storage unit with 3 Full
  
  
  
  
  GL.Hinged door - 1200H",ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/5ec1b226-9d38-4278-aea6-55b3bb2c2db3,1500mm (L) x 450mm (W) x 1200mm (H),1200,847170,6cc40762-63fb-4abf-b2be-ff6f00689bdb,"https://s3-dms-prod.flipspaces.app/5137a492-4a4a-4639-9f79-6776546a81e9,https://s3-dms-prod.flipspaces.app/c601011f-e066-4c5b-ad98-2ec03b517e75,https://s3-dms-prod.flipspaces.app/2a8286af-d83d-4056-85e6-e4944bb20eb3,https://s3-dms-prod.flipspaces.app/80282fcd-00e6-4445-adf8-bf1269b3f7a0,https://s3-dms-prod.flipspaces.app/3b86b5fa-d822-434f-8475-db98eaa1df66,https://s3-dms-prod.flipspaces.app/ca440fd2-15f2-430f-b5d0-cb49546b02de,https://s3-dms-prod.flipspaces.app/48bfd69b-20f7-473e-8193-66b92913574a,https://s3-dms-prod.flipspaces.app/33301201-0eb9-408f-9165-8f674ec05ff6",TRUE,P1,STORAGE,product,1500,mm,P-FUR-MOD-STO-243890,FURNITURE MODULAR FURNITURE STORAGE Hinged Door - Full - Glass Multifunctional Units ELESTRO Flexi - Storage unit with 3 Full GL.Hinged door - 1200H 1500mm (L) x 450mm (W) x 1200mm (H),"Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  
  Openable / Hinged wooden shutter with surface mount handle
  
  
  
  
  Wooden shutter frame, finished with clear glass of 5 ~ 6mm thickness.
  
  
  
  
  Standard full overlay & half overley hinges
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,Hinged Door - Full - Glass,NOS,,,450,"5'-0""(L) X 1'-6""(D) X 4'-0""(H)","Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  
  Openable / Hinged wooden shutter with surface mount handle
  
  
  
  
  Wooden shutter frame, finished with clear glass of 5 ~ 6mm thickness.
  
  
  
  
  Standard full overlay & half overley hinges
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",,,,,,Multifunctional Units,EDGE BANDING COLORS,14f3c4c8-882c-4d8b-88ba-68ef8c792443,PLPB,https://s3-dms-prod.flipspaces.app/926f83ae-2c5e-4ba8-859e-630cf8dbfd65,21462
"Biophilia - Combi Storage Unit - Typ 1
  
  
  
  
  
  W.Hinged Door - 1250H",ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/7a4f179f-7fff-44bf-aded-e6d6a428a3b6,1200mm (L) x 450mm (W) x 1250mm (H),1250,847170,6c30c924-5ac3-4080-985f-cd81304ace0f,"https://s3-dms-prod.flipspaces.app/25f5920c-a246-4dd6-aef0-5878ae62614f,https://s3-dms-prod.flipspaces.app/4af2a1d9-137b-4d89-9d86-057dd4a9abbd,https://s3-dms-prod.flipspaces.app/8d80cb0e-9ed0-40df-aef6-247fb70f7cec,https://s3-dms-prod.flipspaces.app/ed60a60d-0841-4cd2-ba59-68cd78dd2457,https://s3-dms-prod.flipspaces.app/d4160c3e-6256-4313-8491-e765b732190e,https://s3-dms-prod.flipspaces.app/de4a6fca-6481-4267-a670-e3c122fe8ee0,https://s3-dms-prod.flipspaces.app/9ccad79a-0e14-4098-b558-c2c0709232a6",TRUE,P1,STORAGE,product,1200,mm,P-FUR-MOD-STO-796839,FURNITURE MODULAR FURNITURE STORAGE Surface Handle - Combi Unit - Hinged Door Planter Box Unit ELESTRO Biophilia - Combi Storage Unit - Typ 1 W.Hinged Door - 1250H 1200mm (L) x 450mm (W) x 1250mm (H),"Floor mounted storage unit
  
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  
  
  Internal wooden shelves is height adjustable
  
  
  
  
  
  Openable / Hinged wooden shutter with surface mount handle
  
  
  
  
  
  Standard full overlay hinges
  
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket
  
  
  
  
  
  Inbuilt planter storage, designed for artificial plant display",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,"Surface Handle - 
  
  
  
  
  
  Combi Unit -
  
  
  
  
  
  Hinged Door",NOS,,,450,"4'-0""(L) X 1'-6""(D) X 4'-1.5""(H)","Floor mounted storage unit
  
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  
  
  Internal wooden shelves is height adjustable
  
  
  
  
  
  Openable / Hinged wooden shutter with surface mount handle
  
  
  
  
  
  Standard full overlay hinges
  
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket
  
  
  
  
  
  Inbuilt planter storage, designed for artificial plant display",,,,,,Planter Box Unit,EDGE BANDING COLORS,6b5be196-b087-4fed-9c70-14f7e9bfaab9,PLPB,https://s3-dms-prod.flipspaces.app/52ddaebb-4c12-4bef-a883-89f59d1cb409,13973
"Flexi - Open Shelf Unit - type 1
  
  
  
  
  4 Tier, 1800H",ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/beebf1ac-ee11-46e9-b7cb-72741fe9e82e,900mm (L) x 450mm (W) x 1800mm (H),1800,847170,6b88e64c-264f-4a1e-abe4-340b9bf2729b,"https://s3-dms-prod.flipspaces.app/76137937-b8dc-4bd0-b01f-0d52845e5740,https://s3-dms-prod.flipspaces.app/8d31a2c3-c82a-4afb-a993-ac2ccbbc70f4,https://s3-dms-prod.flipspaces.app/c2f4d3a5-cb5e-4292-9321-3012d15f8413,https://s3-dms-prod.flipspaces.app/ffb8c99a-a1f2-49fe-bb5c-a48d0c8e7d15,https://s3-dms-prod.flipspaces.app/03aa96db-294a-4c11-bfbb-a0545160bd57,https://s3-dms-prod.flipspaces.app/0e3f0682-b7f1-4d6c-a368-53f1ca76c367",TRUE,P1,STORAGE,product,900,mm,P-FUR-MOD-STO-102996,"FURNITURE MODULAR FURNITURE STORAGE Open Shelf Unit Multifunctional Units ELESTRO Flexi - Open Shelf Unit - type 1 4 Tier, 1800H 900mm (L) x 450mm (W) x 1800mm (H)","Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,Open Shelf Unit,NOS,,,450,"3'-0""(L) X 1'-6""(D) X 6'-0""(H)","Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",,,,,,Multifunctional Units,EDGE BANDING COLORS,d5ed6973-ae3d-4c0b-9960-9c2a68b43c27,PLPB,https://s3-dms-prod.flipspaces.app/07c37116-4e81-4195-aba0-a918c4d70b2b,15426
"Flexi - Storage unit with 2 Half
  
  
  
  
  GL.Hinged door - 1200H",ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/cde0efd3-46ff-4da0-92b7-9d6c5d2952be,900mm (L) x 450mm (W) x 1200mm (H),1200,847170,6b479c87-41d9-4c11-af00-25ce81370c0b,"https://s3-dms-prod.flipspaces.app/9e224bad-b6dd-483c-a71a-7123965a3d31,https://s3-dms-prod.flipspaces.app/09d92046-5bb4-422d-9f13-984c1b21c1ee,https://s3-dms-prod.flipspaces.app/4b32febf-faed-49f7-85de-8e68dd84a0a5,https://s3-dms-prod.flipspaces.app/0aa5c78a-77c6-476e-8d88-f0ac911cdf0b,https://s3-dms-prod.flipspaces.app/16d108d2-3cbb-4853-84c1-2aba11d60f8e,https://s3-dms-prod.flipspaces.app/a2480f22-51d8-47ce-a096-a6d57609b6a0,https://s3-dms-prod.flipspaces.app/b6ca363f-f6e0-424b-a74c-84cfc89644db,https://s3-dms-prod.flipspaces.app/f6087186-e5fa-45ff-81c5-08bd820cb105",TRUE,P1,STORAGE,product,900,mm,P-FUR-MOD-STO-338355,FURNITURE MODULAR FURNITURE STORAGE Hinged Door - Half - Glass Multifunctional Units ELESTRO Flexi - Storage unit with 2 Half GL.Hinged door - 1200H 900mm (L) x 450mm (W) x 1200mm (H),"Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelf made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelf is height adjustable
  
  
  
  
  Openable / Hinged wooden shutter with surface mount handle
  
  
  
  
  Wooden shutter frame, finished with clear glass of 5 ~ 6mm thickness.
  
  
  
  
  Standard full overlay hinges
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,Hinged Door - Half - Glass,NOS,,,450,"3'-0""(L) X 1'-6""(D) X 4'-0""(H)","Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelf made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelf is height adjustable
  
  
  
  
  Openable / Hinged wooden shutter with surface mount handle
  
  
  
  
  Wooden shutter frame, finished with clear glass of 5 ~ 6mm thickness.
  
  
  
  
  Standard full overlay hinges
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",,,,,,Multifunctional Units,EDGE BANDING COLORS,401eb03a-7bf0-4520-826a-bd9f227a5fd8,PLPB,https://s3-dms-prod.flipspaces.app/a2927342-74f6-40d4-8686-027a49147bb0,12877
"Flexi - Storage unit with 2 Full
  
  
  
  
  GL.Hinged door - 2100H",ELESTRO,,FURNITURE,IN,https://s3-dms-prod.flipspaces.app/a123d799-cc52-4c15-ba50-8abce3293c3e,1200mm (L) x 450mm (W) x 2100mm (H),2100,847170,69804e65-57c0-4e4e-8173-7c0409490742,"https://s3-dms-prod.flipspaces.app/ba81c573-6b27-4b61-9b8a-6a69a2983e62,https://s3-dms-prod.flipspaces.app/8dc0433b-75b8-445e-81b3-ef23394de55e,https://s3-dms-prod.flipspaces.app/bed93020-e152-47eb-acf9-b46c1b50966a,https://s3-dms-prod.flipspaces.app/273a695b-96d1-4d99-83e2-825af1d33164,https://s3-dms-prod.flipspaces.app/49564ac3-73fa-4f65-8796-66c16729d895,https://s3-dms-prod.flipspaces.app/c65d5663-adc8-402f-970a-3183eb6aaa55,https://s3-dms-prod.flipspaces.app/b415e18f-054d-44e4-8b3f-e421f980958e,https://s3-dms-prod.flipspaces.app/78ef5a1b-67cc-4bf7-a66f-b1801bf143df,https://s3-dms-prod.flipspaces.app/f84b2330-9e13-4e4b-a29a-3cefd589070b",TRUE,P1,STORAGE,product,1200,mm,P-FUR-MOD-STO-791306,FURNITURE MODULAR FURNITURE STORAGE Hinged Door - Full - Glass Multifunctional Units ELESTRO Flexi - Storage unit with 2 Full GL.Hinged door - 2100H 1200mm (L) x 450mm (W) x 2100mm (H),"Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  
  Openable / Hinged wooden shutter with surface mount handle
  
  
  
  
  Wooden shutter frame, finished with clear glass of 5 ~ 6mm thickness.
  
  
  
  
  Standard full overlay hinges
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",active,MODULAR FURNITURE,,e5244fba-ac99-4c95-b777-cd50235a45d1,P_FURNITURE_MODULAR FURNITURE_STORAGE,Hinged Door - Full - Glass,NOS,,,450,"4'-0""(L) X 1'-6""(D) X 7'-0""(H)","Floor mounted storage unit
  
  
  
  
  Structure made of PLPB , 18mm thickness
  
  
  
  
  Internal wooden shelves made of PLPB, 18mm thickness
  
  
  
  
  Internal wooden shelves are height adjustable
  
  
  
  
  Openable / Hinged wooden shutter with surface mount handle
  
  
  
  
  Wooden shutter frame, finished with clear glass of 5 ~ 6mm thickness.
  
  
  
  
  Standard full overlay hinges
  
  
  
  
  Unit finished with floor levelers / bush, as per floor site requirement
  
  
  
  
  Unit can be anchored aganist composite wall with an L Bracket",,,,,,Multifunctional Units,EDGE BANDING COLORS,0525b01a-03dd-4b9d-ab27-371ea3568d8a,PLPB,https://s3-dms-prod.flipspaces.app/46e806e0-8abc-4ef0-8d57-210df542fb97,30046
