boq_name,brand,catalogue_code_dynamic,category,color,countries,default_image,hsn_code,id,is_preferred,item_class,item_name,item_style,item_type,lwhd_metric,sku_id,sku_name,space_tag,specifications,status,sub_category,t_metric,template_id,template_name,theme,unit,us_specifications,images,catalogue_series_dynamic,diameter,dimensions,height,model_3d,length1,width,default_image_mobile,us_dimensions,vendor_brand_dynamic,vendor_catalogue_series_dynamic,thickness,length2,vendor_catalogue_code_dynamic,vendor_dynamic,config,model_no_dynamic,light_temperature_dynamic,product_color_dynamic,type,color_temperature_dynamic,diffuser_type_dynamic,Selling Price
LINEAR SUSPENSION LIGHT,ELESTRO,UC_NX_12,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/efe4d192-960d-4c11-ba0d-9624120feb99,94036000,cf306d2c-9ecf-428a-9af6-b15e20ef63c2,TRUE,P1,LINEAR SUSPENSION LIGHTS,,product,mm,P-LIG-DEC-LIN-753873,LIGHTING DECORATIVE LIGHTS LINEAR SUSPENSION LIGHTS ELESTRO LINEAR SUSPENSION LIGHT UC_NX_12 ETI NEXUS PLUG IN 306mm (L) x 51mm (W) x 27mm (H),,"12” Nexus Under Cabinet Light
 
 
 
 Watts: 6/3W
 
 
 
 Lumens: 500/200
 
 
 
 Lumens Per Watt: up to 92
 
 
 
 CCT: 2700/3000/3500/4000/5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"12” Nexus Under Cabinet Light
 
 
 
 Watts: 6/3W
 
 
 
 Lumens: 500/200
 
 
 
 Lumens Per Watt: up to 92
 
 
 
 CCT: 2700/3000/3500/4000/5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,,306mm (L) x 51mm (W) x 27mm (H),27,,306,51,,306mm (L) x 51mm (W) x 27mm (H),ETI,NEXUS PLUG IN,,,,,,,,,,,,
LINEAR SUSPENSION LIGHT,ELESTRO,LF_EFM,LIGHTING,BLACK,US,https://s3-dms-prod.flipspaces.app/2c38391a-79dc-4d27-8dd3-0ddcae1d0634,94036000,a5e3da41-2266-4ae4-b932-d65e0acfd080,TRUE,P1,LINEAR SUSPENSION LIGHTS,,product,mm,P-LIG-DEC-LIN-373180,LIGHTING DECORATIVE LIGHTS LINEAR SUSPENSION LIGHTS ELESTRO LINEAR SUSPENSION LIGHT LF_EFM ETI ESSEX FLUSH MOUNT 1182mm (L) x 318mm (W) x 56mm (H),,"4"" x 13” Essex Linear Flush Mount with Nightlight
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4500 
 
 
 
 Lumens Per Watt: up to 85
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"4"" x 13” Essex Linear Flush Mount with Nightlight
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4500 
 
 
 
 Lumens Per Watt: up to 85
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,,1182mm (L) x 318mm (W) x 56mm (H),56,,1182,318,,1182mm (L) x 318mm (W) x 56mm (H),ETI,ESSEX FLUSH MOUNT,,,,,,,,,,,,
LINEAR SUSPENSION LIGHT,ELESTRO,LF_RFM,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/cb69048a-64fb-4235-8ea6-6a5b932a7bd7,94036000,99726489-9dd4-4dee-8451-1b1651ea1489,TRUE,P1,LINEAR SUSPENSION LIGHTS,,product,mm,P-LIG-DEC-LIN-769670,LIGHTING DECORATIVE LIGHTS LINEAR SUSPENSION LIGHTS ELESTRO LINEAR SUSPENSION LIGHT LF_RFM ETI RUTLAND FLUSH MOUNT 1184mm (L) x 322mm (W) x 55mm (H),,"4"" x 13” Rutland Linear Flush Mount with Nightlight
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4500 
 
 
 
 Lumens Per Watt: up to 79
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"4"" x 13” Rutland Linear Flush Mount with Nightlight
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4500 
 
 
 
 Lumens Per Watt: up to 79
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,,1184mm (L) x 322mm (W) x 55mm (H),55,,1184,322,,1184mm (L) x 322mm (W) x 55mm (H),ETI,RUTLAND FLUSH MOUNT,,,,,,,,,,,,
LINEAR SUSPENSION LIGHT,ELESTRO,LF_RV_6-4-BL,LIGHTING,BLACK,US,https://s3-dms-prod.flipspaces.app/936029ce-a4fd-4cff-a811-a4b8e7c4972d,94036000,b0be0fb8-e75c-4f5d-a39e-1ff115c13b13,TRUE,P1,LINEAR SUSPENSION LIGHTS,,product,mm,P-LIG-DEC-LIN-395816,LIGHTING DECORATIVE LIGHTS LINEAR SUSPENSION LIGHTS ELESTRO LINEAR SUSPENSION LIGHT LF_RV_6-4-BL ETI RUNDEN SERIES 1167mm (L) x 157mm (W) x 56mm (H),,"6” x 4’ Runden Linear Flush Mount Black
 
 
 
 Watts: 40W
 
 
 
 Lumens: 3300 
 
 
 
 Lumens Per Watt: up to 82
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"6” x 4’ Runden Linear Flush Mount Black
 
 
 
 Watts: 40W
 
 
 
 Lumens: 3300 
 
 
 
 Lumens Per Watt: up to 82
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,,1167mm (L) x 157mm (W) x 56mm (H),56,,1167,157,,1167mm (L) x 157mm (W) x 56mm (H),ETI,RUNDEN SERIES,,,,,,,,,,,,
LINEAR SUSPENSION LIGHT,ELESTRO,LF_RV_6-4-WH,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/ee16f419-17c8-4c38-8e41-71c6c2ea523b,94036000,f03b2e87-d198-4805-9e8b-2634cd9800b8,TRUE,P1,LINEAR SUSPENSION LIGHTS,,product,mm,P-LIG-DEC-LIN-426260,LIGHTING DECORATIVE LIGHTS LINEAR SUSPENSION LIGHTS ELESTRO LINEAR SUSPENSION LIGHT LF_RV_6-4-WH ETI RUNDEN SERIES 1167mm (L) x 157mm (W) x 56mm (H),,"6” x 4’ Runden Linear Flush Mount White
 
 
 
 Watts: 40W
 
 
 
 Lumens: 3300 
 
 
 
 Lumens Per Watt: up to 84
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"6” x 4’ Runden Linear Flush Mount White
 
 
 
 Watts: 40W
 
 
 
 Lumens: 3300 
 
 
 
 Lumens Per Watt: up to 84
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,,1167mm (L) x 157mm (W) x 56mm (H),56,,1167,157,,1167mm (L) x 157mm (W) x 56mm (H),ETI,RUNDEN SERIES,,,,,,,,,,,,
LINEAR SUSPENSION LIGHT,ELESTRO,LF_RV_1-4-BL,LIGHTING,BLACK,US,https://s3-dms-prod.flipspaces.app/6503a276-912c-440a-8d15-a53b4f3ab79c,94036000,222cd725-2d2f-47da-9615-afb2ad9980cb,TRUE,P1,LINEAR SUSPENSION LIGHTS,,product,mm,P-LIG-DEC-LIN-778370,LIGHTING DECORATIVE LIGHTS LINEAR SUSPENSION LIGHTS ELESTRO LINEAR SUSPENSION LIGHT LF_RV_1-4-BL ETI RUNDEN SERIES 1167mm (L) x 305mm (W) x 56mm (H),,"1’ x 4’ Runden Linear Flush Mount Black
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4700 
 
 
 
 Lumens Per Watt: up to 88
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"1’ x 4’ Runden Linear Flush Mount Black
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4700 
 
 
 
 Lumens Per Watt: up to 88
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,,1167mm (L) x 305mm (W) x 56mm (H),56,,1167,305,,1167mm (L) x 305mm (W) x 56mm (H),ETI,RUNDEN SERIES,,,,,,,,,,,,
LINEAR SUSPENSION LIGHT,ELESTRO,LF_RN_1-4-WH,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/6b0a5e73-215a-4ed7-9691-11583eecfcf3,94036000,562c7d03-306f-4f7d-a6bd-3782c1ecb628,TRUE,P1,LINEAR SUSPENSION LIGHTS,,product,mm,P-LIG-DEC-LIN-954192,LIGHTING DECORATIVE LIGHTS LINEAR SUSPENSION LIGHTS ELESTRO LINEAR SUSPENSION LIGHT LF_RN_1-4-WH ETI RUNDEN SERIES 1167mm (L) x 305mm (W) x 56mm (H),,"1’ x 4’ Runden Linear Flush Mount White
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4700 
 
 
 
 Lumens Per Watt: up to 89
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"1’ x 4’ Runden Linear Flush Mount White
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4700 
 
 
 
 Lumens Per Watt: up to 89
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,,1167mm (L) x 305mm (W) x 56mm (H),56,,1167,305,,1167mm (L) x 305mm (W) x 56mm (H),ETI,RUNDEN SERIES,,,,,,,,,,,,
LINEAR SUSPENSION LIGHT,ELESTRO,LF_RV_8-4,LIGHTING,BLACK,US,https://s3-dms-prod.flipspaces.app/0ead89ad-28d4-49ac-9399-6979e097e282,94036000,cd45db5b-a23c-48bd-8a5e-24150c2c7d5b,TRUE,P1,LINEAR SUSPENSION LIGHTS,,product,mm,P-LIG-DEC-LIN-205134,LIGHTING DECORATIVE LIGHTS LINEAR SUSPENSION LIGHTS ELESTRO LINEAR SUSPENSION LIGHT LF_RV_8-4 ETI REVOL SERIES 1170mm (L) x 206mm (W) x 58mm (T),,"8” x 4’ Revol Linear Flush Mount
 
 
 
 Watts: 50W
 
 
 
 Lumens: 3900 
 
 
 
 Lumens Per Watt: up to 71
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"8” x 4’ Revol Linear Flush Mount
 
 
 
 Watts: 50W
 
 
 
 Lumens: 3900 
 
 
 
 Lumens Per Watt: up to 71
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,,1170mm (L) x 206mm (W) x 58mm (T),,,1170,206,,1170mm (L) x 206mm (W) x 58mm (T),ETI,REVOL SERIES,58,,,,,,,,,,,
LINEAR SUSPENSION LIGHT,ELESTRO,LF_RV_1-4,LIGHTING,BLACK,US,https://s3-dms-prod.flipspaces.app/0b65ed97-c748-4230-9ede-65470af2cfd2,94036000,cc0ba7cb-1768-47bd-81a9-96cc38c4d022,TRUE,P1,LINEAR SUSPENSION LIGHTS,,product,mm,P-LIG-DEC-LIN-789876,LIGHTING DECORATIVE LIGHTS LINEAR SUSPENSION LIGHTS ELESTRO LINEAR SUSPENSION LIGHT LF_RV_1-4 ETI REVOL SERIES 1170mm (L) x 157mm (W) x 58mm (T),,"1′ x 4’ Revol Linear Flush Mount
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4400 
 
 
 
 Lumens Per Watt: up to 83
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"1′ x 4’ Revol Linear Flush Mount
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4400 
 
 
 
 Lumens Per Watt: up to 83
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,,1170mm (L) x 157mm (W) x 58mm (T),,,1170,157,,1170mm (L) x 157mm (W) x 58mm (T),ETI,REVOL SERIES,58,,,,,,,,,,,
LINEAR SUSPENSION LIGHT,ELESTRO,LF_PSL_6-4,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/de5ebad2-8c89-4823-8538-530f4e1f30a0,94036000,8cfad152-5ef0-4508-a9c6-2ad61fbb1629,TRUE,P1,LINEAR SUSPENSION LIGHTS,,product,mm,P-LIG-DEC-LIN-618520,LIGHTING DECORATIVE LIGHTS LINEAR SUSPENSION LIGHTS ELESTRO LINEAR SUSPENSION LIGHT LF_PSL_6-4 ETI PIVOT SERIES 1167mm (L) x 158mm (W) x 52mm (H),,"6"" x 4’ Pivot Linear Flush Mount
 
 
 
 Watts: 40W
 
 
 
 Lumens: 2800 
 
 
 
 Lumens Per Watt: up to 72
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"6"" x 4’ Pivot Linear Flush Mount
 
 
 
 Watts: 40W
 
 
 
 Lumens: 2800 
 
 
 
 Lumens Per Watt: up to 72
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,,1167mm (L) x 158mm (W) x 52mm (H),52,,1167,158,,1167mm (L) x 158mm (W) x 52mm (H),ETI,PIVOT SERIES,,,,,,,,,,,,
LINEAR SUSPENSION LIGHT,ELESTRO,LF_PSL_8-4,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/6ff6bc01-740b-4485-836d-5bb436191d98,94036000,1c62da0a-aef6-482f-a600-c4be625e0cd8,TRUE,P1,LINEAR SUSPENSION LIGHTS,,product,mm,P-LIG-DEC-LIN-795604,LIGHTING DECORATIVE LIGHTS LINEAR SUSPENSION LIGHTS ELESTRO LINEAR SUSPENSION LIGHT LF_PSL_8-4 ETI PIVOT SERIES 1167mm (L) x 204mm (W) x 52mm (H),,"8"" x 4’ Pivot Linear Flush Mount
 
 
 
 Watts: 50W
 
 
 
 Lumens: 4000 
 
 
 
 Lumens Per Watt: up to 78
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"8"" x 4’ Pivot Linear Flush Mount
 
 
 
 Watts: 50W
 
 
 
 Lumens: 4000 
 
 
 
 Lumens Per Watt: up to 78
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,,1167mm (L) x 204mm (W) x 52mm (H),52,,1167,204,,1167mm (L) x 204mm (W) x 52mm (H),ETI,PIVOT SERIES,,,,,,,,,,,,
LINEAR SUSPENSION LIGHT,ELESTRO,LF_PSL_1-4,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/e5f8e12e-531e-44a3-86b9-d90e5035039e,94036000,7c72b9e7-b41e-45e0-a66c-b0c52b65931e,TRUE,P1,LINEAR SUSPENSION LIGHTS,,product,mm,P-LIG-DEC-LIN-212113,LIGHTING DECORATIVE LIGHTS LINEAR SUSPENSION LIGHTS ELESTRO LINEAR SUSPENSION LIGHT LF_PSL_1-4 ETI PIVOT SERIES 1167mm (L) x 306mm (W) x 52mm (H),,"1’ x 4’ Pivot Linear Flush Mount
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4500 
 
 
 
 Lumens Per Watt: up to 85
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"1’ x 4’ Pivot Linear Flush Mount
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4500 
 
 
 
 Lumens Per Watt: up to 85
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,,1167mm (L) x 306mm (W) x 52mm (H),52,,1167,306,,1167mm (L) x 306mm (W) x 52mm (H),ETI,PIVOT SERIES,,,,,,,,,,,,
LINEAR SUSPENSION LIGHT,ELESTRO,LF_VS_WF,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/9acb8e1f-7d89-4897-a98e-b81d73e286db,94036000,2a390b74-3602-4958-8636-eb0afca85a98,TRUE,P1,LINEAR SUSPENSION LIGHTS,,product,mm,P-LIG-DEC-LIN-677257,LIGHTING DECORATIVE LIGHTS LINEAR SUSPENSION LIGHTS ELESTRO LINEAR SUSPENSION LIGHT LF_VS_WF ETI VERMONT SERIES 1176mm (L) x 313mm (W),,"1’ x 4’ Vermont Linear Flush Mount White with Walnut Finish
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4500 
 
 
 
 Lumens Per Watt: up to 86
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"1’ x 4’ Vermont Linear Flush Mount White with Walnut Finish
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4500 
 
 
 
 Lumens Per Watt: up to 86
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,,1176mm (L) x 313mm (W),,,1176,313,,1176mm (L) x 313mm (W),ETI,VERMONT SERIES,,,,,,,,,,,,
LINEAR SUSPENSION LIGHT,ELESTRO,LF_VS_OF,LIGHTING,BLACK,US,https://s3-dms-prod.flipspaces.app/f7de5a82-5346-4b98-a27e-a88067102fd1,94036000,dbba15dd-225c-4496-a4f3-c99a705994d8,TRUE,P1,LINEAR SUSPENSION LIGHTS,,product,mm,P-LIG-DEC-LIN-409387,LIGHTING DECORATIVE LIGHTS LINEAR SUSPENSION LIGHTS ELESTRO LINEAR SUSPENSION LIGHT LF_VS_OF ETI VERMONT SERIES 1176mm (L) x 313mm (W) x 70mm (T),,"1’ x 4’ Vermont Linear Flush Mount Black with Oak Finish
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4500 
 
 
 
 Lumens Per Watt: up to 86
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"1’ x 4’ Vermont Linear Flush Mount Black with Oak Finish
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4500 
 
 
 
 Lumens Per Watt: up to 86
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,,1176mm (L) x 313mm (W) x 70mm (T),,,1176,313,,1176mm (L) x 313mm (W) x 70mm (T),ETI,VERMONT SERIES,70,,,,,,,,,,,
LINEAR SUSPENSION LIGHT,ELESTRO,LF_WS6-4,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/4a3e4f1f-f5fd-4d49-999a-3f229f290555,94036000,3133f5ff-1ec1-441a-8fb1-45454ce32591,TRUE,P1,LINEAR SUSPENSION LIGHTS,,product,mm,P-LIG-DEC-LIN-522176,LIGHTING DECORATIVE LIGHTS LINEAR SUSPENSION LIGHTS ELESTRO LINEAR SUSPENSION LIGHT LF_WS6-4 ETI WELLEN SERIES 1168mm (L) x 157mm (W) x 50mm (T),,"6"" x 4’ Wellen Linear Flush Mount
 
 
 
 Watts: 40W
 
 
 
 Lumens: 3300 
 
 
 
 Lumens Per Watt: up to 88
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"6"" x 4’ Wellen Linear Flush Mount
 
 
 
 Watts: 40W
 
 
 
 Lumens: 3300 
 
 
 
 Lumens Per Watt: up to 88
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,,1168mm (L) x 157mm (W) x 50mm (T),,,1168,157,,1168mm (L) x 157mm (W) x 50mm (T),ETI,WELLEN SERIES,50,,,,,,,,,,,
LINEAR SUSPENSION LIGHT,ELESTRO,LF_WS6-4_N,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/4e58a3cb-b6de-4883-9c32-e8be1222fddd,94036000,3032b136-edac-4622-8ee7-10e6dd0b58f0,TRUE,P1,LINEAR SUSPENSION LIGHTS,,product,mm,P-LIG-DEC-LIN-414640,LIGHTING DECORATIVE LIGHTS LINEAR SUSPENSION LIGHTS ELESTRO LINEAR SUSPENSION LIGHT LF_WS6-4_N ETI WELLEN SERIES 1168mm (L) x 157mm (W) x 50mm (T),,"6"" x 4’ Wellen Linear Flush Mount with Night Light
 
 
 
 Watts: 40W
 
 
 
 Lumens: 3300 
 
 
 
 Lumens Per Watt: up to 88
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"6"" x 4’ Wellen Linear Flush Mount with Night Light
 
 
 
 Watts: 40W
 
 
 
 Lumens: 3300 
 
 
 
 Lumens Per Watt: up to 88
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,,1168mm (L) x 157mm (W) x 50mm (T),,,1168,157,,1168mm (L) x 157mm (W) x 50mm (T),ETI,WELLEN SERIES,50,,,,,,,,,,,
LINEAR SUSPENSION LIGHT,ELESTRO,LF_WS,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/8f4385b9-1344-444a-8f35-cd810282701a,94036000,1451dad1-4708-47af-ae7a-ba6dc6eb0271,TRUE,P1,LINEAR SUSPENSION LIGHTS,,product,mm,P-LIG-DEC-LIN-964345,LIGHTING DECORATIVE LIGHTS LINEAR SUSPENSION LIGHTS ELESTRO LINEAR SUSPENSION LIGHT LF_WS ETI WELLEN SERIES 1168mm (L) x 313mm (W) x 50mm (T),,"1’ x 4’ Wellen Linear Flush Mount
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4600 
 
 
 
 Lumens Per Watt: up to 91
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"1’ x 4’ Wellen Linear Flush Mount
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4600 
 
 
 
 Lumens Per Watt: up to 91
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,,1168mm (L) x 313mm (W) x 50mm (T),,,1168,313,,1168mm (L) x 313mm (W) x 50mm (T),ETI,WELLEN SERIES,50,,,,,,,,,,,
LINEAR SUSPENSION LIGHT,ELESTRO,LF_WS_N,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/760aaae1-71e0-44ab-9f1f-86f04a23839b,94036000,6ad4fea9-df15-4071-bb3a-74ef3c6c4069,TRUE,P1,LINEAR SUSPENSION LIGHTS,,product,mm,P-LIG-DEC-LIN-745674,LIGHTING DECORATIVE LIGHTS LINEAR SUSPENSION LIGHTS ELESTRO LINEAR SUSPENSION LIGHT LF_WS_N ETI WELLEN SERIES 1168mm (L) x 313mm (W) x 50mm (T),,"1’ x 4’ Wellen Linear Flush Mount with Night Light
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4600 
 
 
 
 Lumens Per Watt: up to 85
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"1’ x 4’ Wellen Linear Flush Mount with Night Light
 
 
 
 Watts: 55W
 
 
 
 Lumens: 4600 
 
 
 
 Lumens Per Watt: up to 85
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,,1168mm (L) x 313mm (W) x 50mm (T),,,1168,313,,1168mm (L) x 313mm (W) x 50mm (T),ETI,WELLEN SERIES,50,,,,,,,,,,,
CEILING LIGHTS,ELESTRO,LPS_FM_BN,LIGHTING,BLACK,US,https://s3-dms-prod.flipspaces.app/2647e366-e531-4cc4-8605-8566754cf710,94036000,d9722ddb-9005-4616-ad64-9957206463cd,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-782728,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS LPS_FM_BN ETI LOW PROFILE DISKS 63mm (H) x 190mm (D),,"7.5˝ Flush Mount Ceiling Light with Integrated 2000K Nightlight – Brushed Nickel
 
 
 
 Watts: 12W
 
 
 
 Lumens: 800
 
 
 
 CCT: 3000K/4000K/5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"7.5˝ Flush Mount Ceiling Light with Integrated 2000K Nightlight – Brushed Nickel
 
 
 
 Watts: 12W
 
 
 
 Lumens: 800
 
 
 
 CCT: 3000K/4000K/5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,190,63mm (H) x 190mm (D),63,,,,,63mm (H) x 190mm (D),ETI,LOW PROFILE DISKS,,,,,,,,,,,,
