boq_name,brand,catalogue_code_dynamic,category,countries,default_image,dimensions,height,hsn_code,id,is_preferred,item_class,item_name,item_type,length1,lwhd_metric,sku_id,sku_name,specifications,status,sub_category,t_metric,template_id,template_name,type,unit,vendor_catalogue_code_dynamic,vendor_catalogue_series_dynamic,width,images,color,config,item_style,model_3d,space_tag,theme,us_specifications,wheel_base_dynamic,us_dimensions,vendor_brand_dynamic,arm_rest_dynamic,catalogue_series_dynamic,product_preferred_dynamic,Selling Price
CAFE CHAIR,ELESTRO,ENT_LFD_CH83,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/95f417fd-e583-454f-ac13-90c440e28239,460mm (L) x 430mm (W) x 460mm (H),460,94018000,55d31edc-efb9-4f8c-8a5f-3e5715da8142,TRUE,P1,CAFETERIA CHAIR,product,460,mm,P-FUR-CHA-CAF-434920,FURNITURE CHAIRS CAFETERIA CHAIR ENT ELESTRO ENT_LFD_CH83 GG15 LFD 460mm (L) x 430mm (W) x 460mm (H),"Dimensions: 430*460*460/820 (Width x Depth x Mattress Height/Backrest Height).
 
 Materials: Ash wood frame, artificial rattan backrest, fabric or faux leather upholstery.
 
 Color: Optional.
 
 Detail: Luxurious and Comfortable
 
 The Thonet 811 chair is the perfect choice for modern interior spaces, retaining the refined classicism of the Thonet chair line while offering optimal comfort for the user. With its high quality ash wood frame , the chair is both sturdy and durable, featuring elegant natural wood grain that adds an aesthetic touch to dining rooms, living rooms, cafes, or restaurants.
 
 
 
  Classic, sophisticated design – suitable for many interior styles.
 
  Comfortable and convenient – ​​supportive backrest, soft cushioned seat.
 
  Highly versatile – easily matches with different tables and spaces.
 
  Durable and beautiful materials – sturdy ash wood, durable synthetic rattan, and an easy to clean mattress surface.",active,CHAIRS,mm,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,ENT,NOS,GG15,LFD,430,,,,,,,,,,,,,,,
CAFE CHAIR,ELESTRO,ENT_LFD_CH82,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/3ed2e3b3-c7be-4c36-9a1b-f9d7b6beb3aa,520mm (L) x 440mm (W) x 460mm (H),460,94018000,0b943d3d-a516-4599-a8cf-3809778fac67,TRUE,P1,CAFETERIA CHAIR,product,520,mm,P-FUR-CHA-CAF-791734,FURNITURE CHAIRS CAFETERIA CHAIR ENT ELESTRO ENT_LFD_CH82 GG17 LFD 520mm (L) x 440mm (W) x 460mm (H),"Dimensions: 440*520*460/840 (Width x Depth x Mattress Height/Backrest Height).
 
 Materials: Ash wood frame, fabric or faux leather upholstery.
 
 Color: Optional.
 
 Detail: Thonet 215R Chair – Classic Curved Design in Premium Ash Wood
 
 The Thonet 215R chair is one of the most modern and luxurious versions in Thonet's renowned curved wood chair line. With its curved backrest that comfortably supports the sitter's back, combined with ash wood and a soft, padded seat , this chair offers a refined classic aesthetic while fully meeting the practical needs of various interior spaces.",active,CHAIRS,mm,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,ENT,NOS,GG17,LFD,440,,,,,,,,,,,,,,,
CAFE CHAIR,ELESTRO,ENT_LFD_CH81,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/0e5c5ca2-12ea-44d3-a9a3-7199b3f20123,460mm (L) x 430mm (W) x 460mm (H),460,94018000,89a160fe-fd1c-47d4-82b9-ab4cf226c2ca,TRUE,P1,CAFETERIA CHAIR,product,460,mm,P-FUR-CHA-CAF-896878,FURNITURE CHAIRS CAFETERIA CHAIR ENT ELESTRO ENT_LFD_CH81 GG08 LFD 460mm (L) x 430mm (W) x 460mm (H),"Dimensions: 430*460*460/840 (Width x Depth x Mattress Height/Backrest Height).
 
 Material: Ash wood frame.
 
 Color: Optional.
 
 Detail: The Thonet 14 Chair – An Iconic European Cafe Chair with a Convenient Removable Cushion Design
 
 The Thonet 14 chair has long been considered one of the most classic chair designs in the history of world furniture. Created in 1859 by Michael Thonet, this chair made a strong impression thanks to its unique wood bending technique and minimalist yet elegant design.
 
  The removable mattress is soft and has good elasticity.
 
  Easy to assemble and disassemble , convenient for cleaning or changing colors to match your interior style.
 
  Increases comfort and reduces fatigue when sitting for long periods.",active,CHAIRS,mm,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,ENT,NOS,GG08,LFD,430,,,,,,,,,,,,,,,
CAFE CHAIR,ELESTRO,ENT_LFD_CH78,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/d74dc641-6cc8-4573-a0cc-b76cc1ed4944,480mm (L) x 440mm (W) x 450mm (H),450,94018000,e60e665f-2702-49ed-b519-3dbcb05a7186,TRUE,P1,CAFETERIA CHAIR,product,480,mm,P-FUR-CHA-CAF-163265,FURNITURE CHAIRS CAFETERIA CHAIR ENT ELESTRO ENT_LFD_CH78 GG12 LFD 480mm (L) x 440mm (W) x 450mm (H),"Dimensions: 440*480*450/810 (Width x Depth x Mattress Height/Backrest Height).
 
 Materials: Ash wood frame, artificial rattan backrest, fabric or faux leather upholstery.
 
 Color: Optional.
 
 Details: Secco chairs – Modern, luxurious and comfortable style.
 
 The Secco chair is an ideal choice for modern interior spaces, from family dining rooms and living rooms to cafes, restaurants, or upscale lounges . With its sturdy natural ash wood frame , the chair is both durable and possesses a rustic beauty with its subtle wood grain, adding a touch of elegance to any space.",active,CHAIRS,mm,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,ENT,NOS,GG12,LFD,440,,,,,,,,,,,,,,,
CAFE CHAIR,ELESTRO,ENT_LFD_CH77,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/aa88b87b-5cd2-403b-ad99-153adc31d444,480mm (L) x 460mm (W) x 450mm (H),450,94018000,243b8f6a-de24-48d9-9ea0-7bcba99db457,TRUE,P1,CAFETERIA CHAIR,product,480,mm,P-FUR-CHA-CAF-603511,FURNITURE CHAIRS CAFETERIA CHAIR ENT ELESTRO ENT_LFD_CH77 GS09 LFD 480mm (L) x 460mm (W) x 450mm (H),"Dimensions: 460*480*450/800 (Width x Depth x Mattress Height/Backrest Height)
 
 Materials: Powder coated iron frame, fabric or faux leather upholstery.",active,CHAIRS,mm,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,ENT,NOS,GS09,LFD,460,,,,,,,,,,,,,,,
CAFE CHAIR,ELESTRO,ENT_LFD_CH76,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/f7444a70-f5b7-41d8-ab7d-922d4fdc37f9,480mm (L) x 460mm (W) x 450mm (H),450,94018000,b7638916-e29c-4dc5-a841-fec125366c7f,TRUE,P1,CAFETERIA CHAIR,product,480,mm,P-FUR-CHA-CAF-928296,FURNITURE CHAIRS CAFETERIA CHAIR ENT ELESTRO ENT_LFD_CH76 GS10 LFD 480mm (L) x 460mm (W) x 450mm (H),"Dimensions: 460*480*450/820 (Width x Depth x Mattress Height/Backrest Height)
 
 Materials: Powder coated iron frame, artificial rattan backrest.
 
 Color: Optional.",active,CHAIRS,mm,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,ENT,NOS,GS10,LFD,460,,,,,,,,,,,,,,,
CAFE CHAIR,ELESTRO,ENT_LFD_CH75,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/26e93c9b-806a-465a-9f5a-34b3d28ff43d,520mm (L) x 510mm (W) x 450mm (H),450,94018000,3c7ec69a-b08b-4a60-b930-2a2aae2093c9,TRUE,P1,CAFETERIA CHAIR,product,520,mm,P-FUR-CHA-CAF-442937,FURNITURE CHAIRS CAFETERIA CHAIR ENT ELESTRO ENT_LFD_CH75 GS24 LFD 520mm (L) x 510mm (W) x 450mm (H),"Dimensions: 510*520*450/800 (Width x Depth x Mattress Height/Backrest Height)
 
 Material: Powder coated iron frame, padded backrest and seat.
 
 Color: Optional.
 
 Detail: Cafe chair with iron frame and premium faux leather upholstery – a modern design for a professional coffee shop space. This iron framed cafe chair with faux leather upholstery is an ideal choice for modern style cafes, bubble tea shops, and restaurants. Its minimalist yet unique design, with a soft, cylindrical backrest, makes it stand out among many popular cafe chair styles on the market.",active,CHAIRS,mm,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,ENT,NOS,GS24,LFD,510,,,,,,,,,,,,,,,
CAFE CHAIR,ELESTRO,ENT_LFD_CH74,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/beee8efa-14e8-4c3c-8302-dd35eee70804,530mm (L) x 490mm (W) x 450mm (H),450,94018000,acd4a2b2-434a-4b1e-a59d-6c88d065a9bd,TRUE,P1,CAFETERIA CHAIR,product,530,mm,P-FUR-CHA-CAF-528170,FURNITURE CHAIRS CAFETERIA CHAIR ENT ELESTRO ENT_LFD_CH74 GS48 LFD 530mm (L) x 490mm (W) x 450mm (H),"Dimensions: 490*530*450/850 (Width x Depth x Mattress Height/Backrest Height)
 
 Materials: Powder coated iron frame, wooden backrest, fabric or faux leather upholstery.
 
 Color: Optional.",active,CHAIRS,mm,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,ENT,NOS,GS48,LFD,490,,,,,,,,,,,,,,,
CAFE CHAIR,ELESTRO,ENT_LFD_CH73,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/3bc6c538-35a5-403b-a6ca-acda5e638f03,520mm (L) x 480mm (W) x 450mm (H),450,94018000,0d9daa96-a25f-42e8-bb57-6f42e80b310a,TRUE,P1,CAFETERIA CHAIR,product,520,mm,P-FUR-CHA-CAF-713829,FURNITURE CHAIRS CAFETERIA CHAIR ENT ELESTRO ENT_LFD_CH73 GS18 LFD 520mm (L) x 480mm (W) x 450mm (H),"Dimensions: 480*520*450/830 (Width x Depth x Mattress Height/Backrest Height)
 
 Materials: Powder coated iron frame, natural wood slats with PU coating.
 
 Color: Optional.",active,CHAIRS,mm,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,ENT,NOS,GS18,LFD,480,,,,,,,,,,,,,,,
CAFE CHAIR,ELESTRO,ENT_LFD_CH72,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/0546ae52-665b-499c-b21c-25e90b4a2216,520mm (L) x 490mm (W) x 450mm (H),450,94018000,80c30146-0a05-4a2b-9201-aad1fdc2f5cb,TRUE,P1,CAFETERIA CHAIR,product,520,mm,P-FUR-CHA-CAF-695976,FURNITURE CHAIRS CAFETERIA CHAIR ENT ELESTRO ENT_LFD_CH72 GS04 LFD 520mm (L) x 490mm (W) x 450mm (H),"Dimensions: 490*520*450/870 (Width x Depth x Mattress Height/Backrest Height)
 
 Material: Powder coated iron frame.
 
 Color: Optional.",active,CHAIRS,mm,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,ENT,NOS,GS04,LFD,490,,,,,,,,,,,,,,,
CAFE CHAIR,ELESTRO,ENT_LFD_CH71,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/3c2db59f-b44a-497b-b5db-4d0baa1413fd,520mm (L) x 480mm (W) x 450mm (H),450,94018000,cd800eee-a0fc-466f-b894-a81884da344e,TRUE,P1,CAFETERIA CHAIR,product,520,mm,P-FUR-CHA-CAF-972130,FURNITURE CHAIRS CAFETERIA CHAIR ENT ELESTRO ENT_LFD_CH71 GS49 LFD 520mm (L) x 480mm (W) x 450mm (H),"Dimensions: 480*520*450/800 (Width x Depth x Mattress Height/Backrest Height)
 
 Material: Powder coated iron frame.
 
 Color: Optional.",active,CHAIRS,mm,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,ENT,NOS,GS49,LFD,480,,,,,,,,,,,,,,,
CAFE CHAIR,ELESTRO,ENT_LFD_CH70,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/76e4543b-d487-4e23-8e45-6a7c89c1095d,520mm (L) x 480mm (W) x 450mm (H),450,94018000,d6a528e8-1347-4073-aa68-b98584a9e9ab,TRUE,P1,CAFETERIA CHAIR,product,520,mm,P-FUR-CHA-CAF-696727,FURNITURE CHAIRS CAFETERIA CHAIR ENT ELESTRO ENT_LFD_CH70 GS03 LFD 520mm (L) x 480mm (W) x 450mm (H),"Dimensions: 480*520*450/870 (Width x Depth x Mattress Height/Backrest Height)
 
 Material: Powder coated iron frame.
 
 Color: Optional.",active,CHAIRS,mm,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,ENT,NOS,GS03,LFD,480,,,,,,,,,,,,,,,
CAFE CHAIR,ELESTRO,ENT_LFD_CH69,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/30addb1e-e07f-480b-83bd-25088ae0b14d,490mm (L) x 480mm (W) x 450mm (H),450,94018000,1faff2a8-c260-4997-9b82-71bc4823354f,TRUE,P1,CAFETERIA CHAIR,product,490,mm,P-FUR-CHA-CAF-259007,FURNITURE CHAIRS CAFETERIA CHAIR ENT ELESTRO ENT_LFD_CH69 GS06 LFD 490mm (L) x 480mm (W) x 450mm (H),"Dimensions: 480*490*450/830 (Width x Depth x Mattress Height/Backrest Height)
 
 Materials: Powder coated iron frame, natural wood seat.
 
 Color: Optional.",active,CHAIRS,mm,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,ENT,NOS,GS06,LFD,480,,,,,,,,,,,,,,,
CAFE CHAIR,ELESTRO,ENT_LFD_CH68,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/64fb5ba0-4ca1-4b16-b5bc-8e8118c77efa,530mm (L) x 490mm (W) x 450mm (H),450,94018000,9e479023-84a5-470a-a631-a7f15b2431c5,TRUE,P1,CAFETERIA CHAIR,product,530,mm,P-FUR-CHA-CAF-856468,FURNITURE CHAIRS CAFETERIA CHAIR ENT ELESTRO ENT_LFD_CH68 GS20 LFD 530mm (L) x 490mm (W) x 450mm (H),"Dimensions: 490*530*450/830 (Width x Depth x Mattress Height/Backrest Height)
 
 Material: Powder coated iron frame.
 
 Color: Optional.",active,CHAIRS,mm,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,ENT,NOS,GS20,LFD,490,,,,,,,,,,,,,,,
CAFE CHAIR,ELESTRO,ENT_LFD_CH66,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/3ce8ac16-e2e0-4f53-a99a-e91a30af7c38,550mm (L) x 440mm (W) x 450mm (H),450,94018000,86e05874-8c09-4baf-95c1-f038eff86a67,TRUE,P1,CAFETERIA CHAIR,product,550,mm,P-FUR-CHA-CAF-577983,FURNITURE CHAIRS CAFETERIA CHAIR ENT ELESTRO ENT_LFD_CH66 GS17 LFD 550mm (L) x 440mm (W) x 450mm (H),"Dimensions: 440*550*450/870 (Width x Depth x Mattress Height/Backrest Height)
 
 Material: Powder coated iron frame.
 
 Color: Optional.",active,CHAIRS,mm,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,ENT,NOS,GS17,LFD,440,,,,,,,,,,,,,,,
CAFE CHAIR,ELESTRO,ENT_LFD_CH65,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/0e3ef3be-b3dc-407f-a44a-6b0a84e3f533,,,94018000,de11725d-1beb-463c-afb6-35cfdb4dcdc7,TRUE,P1,CAFETERIA CHAIR,product,,mm,P-FUR-CHA-CAF-854706,FURNITURE CHAIRS CAFETERIA CHAIR ENT ELESTRO ENT_LFD_CH65 GS02 LFD,"The GS02 CNC iron chair is crafted with precise specifications, ensuring convenience and durability:
 
 Overall dimensions : Width 480mm × Depth 520mm × Seat height 450mm / Total backrest height 870mm.
 
 Main material : Made entirely from high-quality square steel tubing, processed using advanced CNC technology, and coated with electrostatic paint to prevent rust, scratches, and corrosion.
 
 Color : Customizable to your needs, popular options include matte black, metallic gray, white, or other modern tones.
 
 Weight : Lightweight yet sturdy, easy to move without compromising load-bearing capacity.
 
 Seating surface : Flat design made of iron, without cushions or padding, providing a cool feel and easy cleaning.
 
 These specifications make the GS02 CNC iron chair suitable for continuous use, withstanding humid weather or mild sunlight when covered.",active,CHAIRS,mm,b0fa98be-9c3f-4074-9ea0-48cbd2e47437,FURNITURE_CHAIRS,ENT,NOS,GS02,LFD,,,,,,,,,,,,,,,,
